name,price,type,frequency_response,microphone,wireless,enclosure_type,color
Audio-Technica ATH-ANC7B,,Circumaural,"10,25",false,false,Closed,Black
Audio-Technica ATH-ANC9,,Circumaural,"10,25",false,false,Closed,Black
Audio-Technica ATH-CK313IBGR,,In Ear,"20,23",true,false,Closed,Multicolor
Audio-Technica ATH-CK313IBK,,In Ear,"20,23",true,false,Closed,Black
Audio-Technica ATH-CK313IBL,,In Ear,"20,23",true,false,Closed,Black / Blue
Audio-Technica ATH-CK313IRD,,In Ear,"20,23",true,false,Closed,Black / Blue
Audio-Technica ATH-CK313IRD,,In Ear,"20,23",true,false,Closed,Red / Black
Audio-Technica ATH-CK313IWH,,In Ear,"20,23",true,false,Closed,White / Black
Audio-Technica ATH-CK313MBGR,,In Ear,"20,23",true,false,Closed,Black / Green
Audio-Technica ATH-CK313MBGK,,In Ear,"20,23",true,false,Closed,Black
Audio-Technica ATH-CK313MBL,,In Ear,"20,23",true,false,Closed,Black
Audio-Technica ATH-CK313MBRD,,In Ear,"20,23",true,false,Closed,Black / Red
Audio-Technica ATH-CK313MBW,,In Ear,"20,23",true,false,Closed,Brown / Black
Audio-Technica ATH-CK313MRD,,In Ear,"20,23",true,false,Closed,Red / Black
Audio-Technica ATH-CK313MSV,,In Ear,"20,23",true,false,Closed,Silver / Black
Audio-Technica ATH-CK313MWH,,In Ear,"20,23",true,false,Closed,White
Audio-Technica ATH-CK323IBK,,In Ear,"20,23",true,false,Closed,Black
Audio-Technica ATH-CK323IBL,,In Ear,"20,23",true,false,Closed,Black / Blue
Audio-Technica ATH-CK323IRD,,In Ear,"20,23",true,false,Closed,Black / Red
Audio-Technica ATH-CK323ISBK,,In Ear,"20,23",true,false,Closed,Black
Audio-Technica ATH-CK323IWH,,In Ear,"20,23",true,false,Closed,White
Audio-Technica ATH-CKF300GD,,In Ear,"18,23",false,false,Closed,Yellow
Audio-Technica ATH-CKF300LGR,,In Ear,"18,23",false,false,Closed,Yellow
Audio-Technica ATH-CKF300MGR,,In Ear,"18,23",false,false,Closed,White
Audio-Technica ATH-CKF300PL,,In Ear,"18,23",false,false,Closed,Purple
Audio-Technica ATH-CKF300WH,,In Ear,"18,23",false,false,Closed,White
Audio-Technica ATH-CKF500LPK,,In Ear,"16,23",false,false,Closed,Pink
Audio-Technica ATH-CKF500WH,,In Ear,"16,23",false,false,Closed,White
Audio-Technica ATH-CKL202iSRD,,In Ear,"20,23",true,false,Closed,Red
Audio-Technica ATH-CKL202iSWH,,In Ear,"20,23",true,false,Closed,White
Audio-Technica ATH-CKM500ISBK,,In Ear,"5,25",true,false,Closed,Black
Audio-Technica ATH-CKM500ISRD,,In Ear,"5,25",true,false,Closed,Black / Red
Audio-Technica ATH-CKM500ISWH,,In Ear,"5,25",true,false,Closed,White
Audio-Technica ATH-CKP200BK,,Earbud,"20,23",false,false,Closed,Black
Audio-Technica ATH-CKP200RD,19.98,Earbud,"20,23",false,false,Closed,Black / Red
Audio-Technica ATH-CKP200WH,,Earbud,"20,23",false,false,Closed,White
Audio-Technica ATH-CKP500BK,,In Ear,"20,23",false,false,Closed,Black
Audio-Technica ATH-CKP500BL,,In Ear,"20,23",false,false,Closed,Black / Blue
Audio-Technica ATH-CKP500RD,,In Ear,"20,23",false,false,Closed,Black / Red
Audio-Technica ATH-CKP500WH,,In Ear,"20,23",false,false,Closed,White
Audio-Technica ATH-CKS1000,,In Ear,"5,26",true,false,Closed,Black
Audio-Technica ATH-CKS55BK,,In Ear,"5,24",true,false,Closed,Black
Audio-Technica ATH-CKS55iBK,,In Ear,"5,24",true,false,Closed,Black
Audio-Technica ATH-CKS77BK,,In Ear,"5,25",true,false,Closed,Black
Audio-Technica ATH-CKS99,,In Ear,"5,25",true,false,Closed,Black
Audio-Technica ATH-CKS99I,,In Ear,"5,25",true,false,Closed,Black
Audio-Technica ATH-CLR100BK,,In Ear,"20,25",false,false,Closed,Black
Audio-Technica ATH-CLR100BL,,In Ear,"20,25",false,false,Closed,Blue
Audio-Technica ATH-CLR100LG,,In Ear,"20,25",false,false,Closed,Green
Audio-Technica ATH-CLR100OR,,In Ear,"20,25",false,false,Closed,Orange
Audio-Technica ATH-CLR100PK,,In Ear,"20,25",false,false,Closed,Pink
Audio-Technica ATH-CLR100PL,,In Ear,"20,25",false,false,Closed,Purple
Audio-Technica ATH-CLR100RD,,In Ear,"20,25",false,false,Closed,Red
Audio-Technica ATH-CLR100WH,,In Ear,"20,25",false,false,Closed,White
Audio-Technica ATH-COR150BK,,In Ear,"20,25",false,false,Closed,Black
Audio-Technica ATH-COR150BL,,In Ear,"20,25",false,false,Closed,Blue
Audio-Technica ATH-COR150LG,,In Ear,"20,25",false,false,Closed,Green
Audio-Technica ATH-COR150OR,,In Ear,"20,25",false,false,Closed,Orange
Audio-Technica ATH-COR150PK,,In Ear,"20,25",false,false,Closed,Pink
Audio-Technica ATH-COR150PL,,In Ear,"20,25",false,false,Closed,Purple
Audio-Technica ATH-COR150RD,,In Ear,"20,25",false,false,Closed,Red
Audio-Technica ATH-COR150WH,,In Ear,"20,25",false,false,Closed,White
Audio-Technica ATH-CP700BK,,In Ear,"20,22",true,false,Closed,Black
Audio-Technica ATH-M10,149.99,Circumaural,"30,20",false,false,Closed,Black
Audio-Technica ATH-M35,,Circumaural,"20,20",false,false,Closed,Black
Audio-Technica ATH-M40fs,,Circumaural,"5,28",false,false,Closed,Multicolor
Audio-Technica ATH-PRO500MK2BK,349.99,Circumaural,"10,30",false,false,Closed,Black
Audio-Technica ATH-PRO500MK2RD,,Circumaural,"10,30",false,false,Closed,Black
Audio-Technica ATH-T300,,Circumaural,"18,22",false,false,Closed,Black
Audio-Technica ATH-WS55BRD,,Circumaural,"10,24",false,false,Closed,Black / Red
Audio-Technica ATH-WS55IBK,,Circumaural,"10,24",false,false,Closed,Black
Audio-Technica ATH-WS77,,Circumaural,"10,25",false,false,Closed,Black
Audio-Technica ATH-WS99,,Circumaural,"8,25",true,false,Closed,Black
Audio-Technica ATHCKF500BK,,In Ear,"16,23",false,false,Closed,Black
Audio-Technica ATHHCLR100PK,,In Ear,"20,25",false,false,Closed,Pink
Audio-Technica ATHM50RD,,Circumaural,"10,30",false,false,Closed,Black / Red
Audio-Technica ATHM50S,,Circumaural,"15,28",false,false,Closed,Black
Audio-Technica ATH-M50WH,,Circumaural,"15,28",false,false,Closed,White
Audio-Technica PRO-ATH-M2X,,Supra-aural,"20,20",false,false,Semi-open,Black
Denon AH-C400,,Earbud,"4,20",false,false,Closed,Black / Silver
Denon AH-C100BU,,In Ear,"5,24",false,false,Closed,Black / Blue
Denon AH-D320BU,,Supra-aural,"6,37",false,false,Closed,Black / Blue
Denon AH-D320BU,,Supra-aural,"6,37",false,false,Closed,Black / Red
Denon AH-D400,,Circumaural,"5,37",false,false,Closed,Black / Blue
Denon AH-D600,,Circumaural,"5,45",false,false,Closed,Black / Silver
Denon AH-D7100,,Circumaural,"5,45",false,false,Closed,Multicolor
Denon AH-NCW500BK,,Supra-aural,"5,37",false,false,Closed,Black
Denon AH-NCW500SR,,Supra-aural,"5,37",false,false,Closed,Silver / Beige
Denon AH-W200,,In Ear,"5,25",false,true,Closed,Black / Silver
Denon AHC260R,,In Ear,"20,23",false,false,Closed,Black / Silver
Denon AHD310R,,Circumaural,,false,false,Closed,Black
Denon AHD510R,,Circumaural,,false,false,Closed,Black
Denon AHW150BK,,In Ear,"5,25",false,true,Closed,Black / Silver
Denon AH-W150BU,,In Ear,"5,25",false,true,Closed,Blue / Silver
Denon AHW150YW,,In Ear,"5,25",false,true,Closed,Yellow / Gray
Denon DEN-HP1000,,Circumaural,"5,33",false,false,Closed,Black / Silver
Sennheiser 502029,,Circumaural,"16,22",false,true,Open,Black
Sennheiser 502875,,Circumaural,"18,21",false,true,Open,Black / Silver
Sennheiser 505665,,Circumaural,"15,22",false,false,Closed,Black
Sennheiser MX 365,,Earbud,"20,20",false,false,Closed,Black / Blue
Sennheiser AMPERIOR-BL,,Supra-aural,"16,22",false,false,Closed,Black / Blue
Sennheiser AMPERIOR-BL,,Supra-aural,"16,22",false,false,Closed,Black / Silver
Sennheiser HD419,,Circumaural,"20,20",false,false,Closed,Black
Sennheiser PX100 II,,Supra-aural,"15,27",false,false,Open,Black
Sennheiser CC550,,Supra-aural,"300,3.4",true,false,Closed,Black
Sennheiser CX 215,59,In Ear,"20,20",false,false,Closed,Black / Blue
Sennheiser CX 215,,In Ear,"20,20",false,false,Closed,Brown / Black
Sennheiser CX 215,,In Ear,"20,20",false,false,Closed,Black / Green
Sennheiser CX 215,,In Ear,"20,20",false,false,Closed,Black / Orange
Sennheiser CX 275s,,In Ear,"17,23",true,false,Closed,Black
Sennheiser CX 300-II,,In Ear,"19,21",false,false,Closed,Black
Sennheiser CX-215-RED,,In Ear,"22,20",false,false,Closed,Black / Blue
Sennheiser CX150,,Earbud,"20,20",false,false,Closed,Black
Sennheiser CX200,,In Ear,"20,20",false,false,Closed,Black / Silver
Sennheiser CX280,,In Ear,"19,20.5",false,false,Closed,Black / Silver
Sennheiser CX55,,In Ear,"17,21",false,false,Closed,Black / Silver
Sennheiser CX985,,In Ear,"16,24",false,false,Closed,Black / Silver
Sennheiser DW10-US,,Supra-aural,,true,false,Closed,Black / Silver
Sennheiser DW30-HS,,Supra-aural,,false,false,Closed,Black
Sennheiser HD 202 II,,Circumaural,"18,18",false,false,Closed,Black
Sennheiser HD 229 (White),,Supra-aural,"18,22",false,false,Closed,Orange / White
Sennheiser HD 25-SP II,,Supra-aural,"30,16",false,false,Closed,Black
Sennheiser HD 380 Pro,215.63,Circumaural,"8,27",false,false,Closed,Black
Sennheiser HD 419,,Circumaural,"20,20",false,false,Closed,Black
Sennheiser HD 428 SC,,Circumaural,"18,22",false,false,Closed,Black
Sennheiser HD 429,,Circumaural,"18,22",false,false,Closed,Black
Sennheiser HD 429s,,Circumaural,"18,22",true,false,Closed,Black
Sennheiser HD 449,,Circumaural,"16,24",false,false,Closed,Black / Silver
Sennheiser HD 201,,Circumaural,"21,18",false,false,Closed,Black / Silver
Sennheiser HD201S,,Circumaural,"21,18",false,false,Closed,Black / Silver
Sennheiser HD205-II,,Circumaural,"14,20",false,false,Closed,Black / Silver
Sennheiser HD 218,,Supra-aural,"19,21",false,false,Closed,Black / Silver
Sennheiser HD25-1 II,,Supra-aural,"16,22",false,false,Closed,Black
Sennheiser HMD280-PRO,,Circumaural,"8,25",true,false,Closed,Black
Sennheiser HMD280-XQ,,Circumaural,"8,25",true,false,Closed,Black
Sennheiser IE60,,In Ear,"10,18",false,false,Closed,Black / Gold
Sennheiser MM 400-X,,Supra-aural,"15,22",true,true,Closed,Black / Blue
Sennheiser MM 450-X,,Supra-aural,"15,22",true,true,Closed,Black / Blue
Sennheiser MM 500-X,,Circumaural,"15,22",true,true,Closed,Black / Blue
Sennheiser MM 550,,Circumaural,"15,22",true,true,Closed,Black / Blue
Sennheiser MM 550-X,,Circumaural,"15,22",true,true,Closed,Black / Blue
Sennheiser MM30i,,In Ear,"17,20",true,false,Closed,Black / Silver
Sennheiser MM70I,,Earbud,"18,22",true,false,Closed,Black / Silver
Sennheiser MM70S,,In Ear,"18,22",true,false,Closed,Black / Silver
Sennheiser Momentum Brown,,Circumaural,"16,22",false,false,Closed,Black
Sennheiser Momentum Ivory,,Circumaural,"16,22",false,false,Closed,Black
Sennheiser Momentum Pink,,Circumaural,"16,22",false,false,Closed,Black
Sennheiser MX 365 Blue,,Earbud,"20,20",false,false,Closed,Blue / Silver
Sennheiser MX 365 Bronze,,Earbud,"20,20",false,false,Closed,Brown
Sennheiser MX 365 Red,,Earbud,"20,20",false,false,Closed,Red / Black
Sennheiser MX 365 White,,Earbud,"20,20",false,false,Closed,White
Sennheiser MX 680i,,Earbud,"18,20",false,false,Closed,Black / Yellow
Sennheiser MX 365 Orange,,Earbud,"20,20",false,false,Closed,Orange
Sennheiser MX680,,Earbud,"18,20",false,false,Closed,Black / Yellow
Sennheiser OCX685I,,In Ear,"18,20",false,false,Closed,Black / Blue
Sennheiser OCX685IW,,In Ear,"18,20",false,false,Closed,White
Sennheiser OCX880,,In Ear,"19,21",false,false,Closed,Black
Sennheiser OMX 680i,,Earbud,"18,20",false,false,Closed,Black / Yellow
Sennheiser OMX180,,Earbud,"18,20",false,false,Closed,Black / Silver
Sennheiser PC 31-II,,Supra-aural,"40,18",true,false,Closed,Black
Sennheiser PMX680,,Earbud,"18,20",false,false,Closed,Black / Yellow
Sennheiser PMX685I,,In Ear,"18,20",false,false,Closed,Black / Blue
Sennheiser PX 100-IIi,,Supra-aural,"15,27",true,false,Closed,Black
Sennheiser PX 200 II,,Supra-aural,"10,21",false,false,Closed,Black / Silver
Sennheiser PX100-II,,Supra-aural,"15,27",false,false,Closed,Black / Silver
Sennheiser PX200-III,,Supra-aural,"10,21",false,false,Closed,Black / Silver
Sennheiser PX685I,,In Ear,"18,20",false,false,Closed,Black / Blue
Sennheiser PX685IW,,In Ear,"18,20",false,false,Closed,Black / Blue
Sennheiser PXC 450,,Circumaural,"8,28",false,false,Closed,Black / Silver
Sennheiser PXC 310,,Supra-aural,"15,22",false,false,Closed,Black / Red
Sennheiser PXC250 II,,Supra-aural,"10,21",false,false,Closed,Black / Silver
Sennheiser RS 160,,Circumaural,"18,21",false,true,Closed,Black
Sennheiser RS 170,,Circumaural,"18,21",false,false,Closed,Black / Silver
Sennheiser RS 180,,Circumaural,"18,21",false,false,Open,Black / Silver
Sennheiser RS110,,Supra-aural,"22,19.5",false,false,Open,Black / Silver
Sennheiser RS 120,,Supra-aural,"22,19.5",false,true,Open,Black / Silver
Sennheiser SH350IP,,Supra-aural,"150,6.8",true,false,Closed,Black / Silver
Skullcandy S2FFCM-065,,In Ear,"20,20",true,false,Closed,Black / Red
Skullcandy S2FFDM-042,,In Ear,"20,20",true,false,Closed,Black / Orange
Skullcandy S2FFDM-083,,In Ear,"20,20",true,false,Closed,Black / Yellow
Skullcandy S2FFDM-145,,In Ear,"20,20",true,false,Closed,Black / Gold
Skullcandy S2FFFA-003,,In Ear,"20,20",true,false,Closed,Black / Silver
Skullcandy S2FFFA-075,,In Ear,"20,20",true,false,Closed,Black / White
Skullcandy S2FFFM-059,,In Ear,"20,20",true,false,Closed,Black / Red
Skullcandy S2FFFM-074,,In Ear,"20,20",true,false,Closed,Black / Silver
Skullcandy S2FFFM-075,,In Ear,"20,20",true,false,Closed,Black / Silver
Skullcandy S2FFFM-256,,In Ear,"20,20",true,false,Closed,Black / Silver
Skullcandy S2FFFM-259,,In Ear,"20,20",true,false,Closed,Black / Blue
Skullcandy S2FFFM-289,,In Ear,"20,20",true,false,Closed,Blue / White
Skullcandy S2FFFM-319,,In Ear,"20,20",true,false,Closed,Black / Green
Skullcandy S2FXDM-008,,In Ear,"20,20",true,false,Closed,Black / Silver
Skullcandy S2FXDM-075,,In Ear,"20,20",true,false,Closed,Black / Silver
Skullcandy S2FXDM-161,,In Ear,"20,20",true,false,Closed,Black / Red
Skullcandy S2FXFM-312,,In Ear,"20,20",true,false,Closed,Black / Blue
Skullcandy S2HMCY-003,,In Ear,"5,22",true,false,Closed,Black
Skullcandy S2HMCY-016-1,,In Ear,"5,22",true,false,Closed,Black
Skullcandy S2IKDY-010,,In Ear,"5,22",true,false,Closed,Black / Red
Skullcandy S2IKDZ-058,,In Ear,"5,22",true,false,Closed,Multicolor
Skullcandy S2INCZ-036,,In Ear,"20,20",false,false,Closed,Pink / Black
Skullcandy S2INCZ-040,,In Ear,"20,20",false,false,Closed,Pink / Black
Skullcandy S2INCZ-045,,In Ear,"20,20",false,false,Closed,Pink / Black
Skullcandy S2INCZ-049,,In Ear,"20,20",false,false,Closed,Pink / Black
Skullcandy S2INCZ-058,,In Ear,"20,20",false,false,Closed,Pink / Black
Skullcandy S2INDY-045,,In Ear,,true,false,Closed,Black / Silver
Skullcandy S2INDY-134,,In Ear,,true,false,Closed,Black / Pink
Sony MW600,,Earbud,,true,true,Closed,Black / White
Sony MW600,,Earbud,,true,true,Closed,Black / White
Sony 162219,,Circumaural,,false,false,Closed,Black
Sony 163120478651,,Supra-aural,,false,false,Closed,Black
Sony 777786204211,,Supra-aural,,false,false,Closed,Black
Sony ASONMDRNC100K1,,Earbud,,false,false,Closed,Black
Sony DRNC201IP,,Supra-aural,"8,23",false,false,Closed,Black
Sony MDR-110LP,,Supra-aural,"18,20",false,false,Closed,Black
Sony MDR-222KD/BLK,,Supra-aural,"14,20",false,false,Closed,Black
Sony MDR-AS200 BK,,Earbud,"17,22",false,false,Closed,Black
Sony MDR-AS20J,,Earbud,"18,22",false,false,Closed,Black
Sony MDR-E828LP/SLV,,Earbud,"12,22",false,false,Closed,Black / Silver
Sony MDR-EX10LP/DPK,,In Ear,"8,22",false,false,Closed,Pink
Sony MDR-IF245RK,,Supra-aural,"10,24",false,false,Closed,Black
Sony MDR-J10/BLUE,,Earbud,"20,20",false,false,Closed,Blue
Sony MDR-J10/BLUE,,Earbud,"20,20",false,false,Closed,Green
Sony MDR-MA300,,Supra-aural,"10,24",false,false,Open,Black
Sony MDR-NC22/BLK,,Earbud,"8,22",false,false,Closed,Black / Silver
Sony MDR-Q68LW,,Supra-aural,"16,24",false,false,Closed,Black
Sony MDR-V250V,,Supra-aural,"18,22",false,false,Closed,Black
Sony MDR-V55/WHI,,Supra-aural,"5,25",false,false,Closed,White
Sony MDR-V6,,Circumaural,"5,30",false,false,Closed,Black
Sony MDR-W08L,,Earbud,"20,20",false,false,Closed,Black
Sony MDR-X05/RB,,Supra-aural,"4,24",false,false,Closed,Black / Red
Sony MDR-X05/WS,,Supra-aural,"4,24",false,false,Closed,White
Sony MDR-X10/RED,,Supra-aural,"3,29",false,false,Closed,White / Red
Sony MDR-XD100,,Circumaural,"12,22",false,false,Closed,Black / Silver
Sony MDR-XD200,,Supra-aural,"10,22",false,false,Closed,Black / Silver
Sony MDR-ZX300/BLK,,Supra-aural,"10,24",false,false,Closed,Black
Sony MDR-ZX500,,Circumaural,"8,25",false,false,Closed,Black
Sony MDR-ZX600/WHI,,Supra-aural,"6,25",false,false,Closed,White
Sony MDR-ZX700,,Supra-aural,"5,40",false,false,Closed,Black
Sony MDR1R,,Circumaural,"4,80",false,false,Closed,Black
Sony MDR210LP,,Supra-aural,"14,20",false,false,Closed,Black
Sony MDR222KD/PIN,,Supra-aural,"14,20",false,false,Closed,Pink / Black
Sony MDR-570LP/BLK,,Supra-aural,"12,22",false,false,Closed,Black
Sony MDR-770LP,,Supra-aural,"12,24",false,false,Closed,Black
Sony MDRAS200/ORG,,Earbud,"17,22",false,false,Closed,Black / Orange
Sony MDRAS200B,,Earbud,"17,22",false,false,Closed,Black
Sony MDRAS200BL,,Earbud,"17,22",false,false,Closed,Black / Blue
Sony MDRAS200G,,Earbud,"17,22",false,false,Closed,Black / Green
Sony MDRAS200O,,Earbud,"17,22",false,false,Closed,Black / Orange
Sony MDRAS200PK,,Earbud,"17,22",false,false,Closed,Pink / Black
Sony MDRAS200W,,Earbud,"17,22",false,false,Closed,White
Sony MDRAS20J/WHI,,Earbud,,false,false,Closed,White
Sony MDR-XB500,,Supra-aural,"4,24",false,false,Closed,Black / Silver
Sony MDRAS30G,,Supra-aural,"14,23",false,false,Closed,Black / Silver
Sony MDRAS35W,,In Ear,"18,22",false,false,Closed,Black / Silver
Sony MDR-ED12LP/RED,,In Ear,"8,22",false,false,Closed,Black / Red
Sony MDREX37B/BLU,,Earbud,"6,23",false,false,Closed,Black / Blue
Sony MDREX37B/RED,,Earbud,"6,23",false,false,Closed,Black / Blue
Sony MDR-G45LP,,Supra-aural,"16,20",false,false,Closed,Black
Sony MDRJ10/WHITE,,Earbud,"20,20",false,false,Closed,White
Sony MDR-J10/BLACK,,Earbud,"20,20",false,false,Closed,Black
Sony MDRMA100,,Supra-aural,"12,22",false,false,Closed,Black
Sony MDRMA900,,Circumaural,"5,40",false,false,Open,Black
Sony MDRNC200D,,Supra-aural,"8,23",false,false,Closed,Black
Sony MDRNC40,,Supra-aural,"14,22",false,false,Closed,Black
Sony MDRNC500D,,Circumaural,"5,24",false,false,Closed,Black
Sony MDRNC8/BLK,,Supra-aural,"30,20",false,false,Closed,Black
Sony MDRNC8WHI,,Supra-aural,"30,20",false,false,Closed,White
Sony MDRV55BR,,Circumaural,"5,25",false,false,Closed,Black / Red
Sony MDRX05BS,,Supra-aural,"4,24",false,false,Closed,Black / Silver
Sony MDRX05RS,,Supra-aural,"4,24",false,false,Closed,Red / Silver
Sony MDRX10BLK,,Supra-aural,"3,29",false,false,Closed,Black / Silver
Sony MDRXB400IP,,Supra-aural,"5,22",false,false,Closed,Black / Blue
Sony MDR-XB600,,Supra-aural,"4,24",false,false,Closed,Brown / Black
Sony MDR-XB800,,Supra-aural,"3,28",false,false,Closed,Black / Silver
Sony MDRZX100BLU,,Supra-aural,"12,22",false,false,Closed,Black / Blue
Sony MDRZX100RD,,Supra-aural,"12,22",false,false,Closed,Black / Red
Sony MDRZX100RED,,Supra-aural,"12,22",false,false,Closed,Black / Red
Sony MDRZX300/RED,,Supra-aural,"10,24",false,false,Closed,Black / Red
Sony MDRZX300APB,,Supra-aural,"10,24",false,false,Closed,Black
Sony MDRZX300APL,,Supra-aural,"10,24",false,false,Closed,Black / Blue
Sony MDRZX300IPB,,Supra-aural,"10,24",false,false,Closed,Black
Sony MDRZX300IPW,,Supra-aural,"10,24",false,false,Closed,White
Sony MDRZX300IPW,,Supra-aural,"10,24",false,false,Closed,White
Sony MDRZX600/BLK,,Supra-aural,"6,25",false,false,Closed,Black / Red
Sony MDRZX600/GRAY,,Supra-aural,"6,25",false,false,Closed,Red / Silver
Sony XBA-2,,In Ear,"4,25",false,false,Closed,Black / Silver
Sony XBA1VP,,In Ear,"5,25",true,false,Closed,Black / Silver
Sony XBA2VP,,In Ear,"4,25",true,false,Closed,Black / Silver
Sony XBA3,,In Ear,"4,28",true,false,Closed,Black / Silver
Sony XBA4,,In Ear,"3,28",false,false,Closed,Black / Silver
Turtle Beach TBS- 5200-01,,Circumaural,"20,20",false,false,Closed,Black
Turtle Beach M3,,Supra-aural,"30,20",false,false,Closed,Black
Coby CV-320,,Circumaural,,false,false,Closed,Silver / Black
KRK KNS-8400,,Circumaural,"5,23",false,false,Closed,Black
Fostex T50RP,,Circumaural,"15,35",false,false,Semi-open,Black
