name,price,tracking_method,connection_type,max_dpi,hand_orientation,color
Adesso IMOUSE X3,,Optical,Wired,6400,Right,Black / Gold
Adesso iMouse E30,39.13,Optical,Wireless,4800,Right,Black
Adesso iMouse E55,,Optical,Wireless,1000,Right,Black
Adesso iMouse E70,41.99,Optical,Wireless,4800,Left,Black
Adesso iMouse E9,,Optical,Wireless,2400,Left,Black
Adesso iMouse M20B,17.98,Optical,Wireless,1600,Right,Black
Adesso iMouse S200B,14.75,Optical,Wireless,2000,Right,Black
Adesso iMouse S70L,,Optical,Wireless,1000,Both,Blue
Adesso iMouse T40 Trackball,39.99,Optical,Wireless,4800,Both,Black / Red
Adesso iMouse V10,24.99,Optical,Wireless,1600,Right,Black
Adesso iMouse V10,23.89,Optical,Wireless,1600,Right,Black / Yellow
Adesso iMouse M20R,18.64,Optical,Wireless,1600,Right,Red / Black
Adesso iMouse S100B,,Optical,Wireless,1200,Both,Black
Adesso iMouse T30,29.99,Optical,Wireless,4800,Right,Black / Red
Adesso iMouse S70P,,Optical,Wireless,1000,Both,Pink / Black
Adesso iMouse S50,18.47,Optical,Wireless,1200,Both,Black
Adesso iMouse M40,,Optical,Wireless,1200,Both,Black
Adesso iMouse S80L,24.42,Optical,Wireless,1600,Right,Blue / Black
Adesso iMouse S80R,16.98,Optical,Wireless,1600,Right,Red / Black
Acco Kensington K72422WW,,Optical,Wireless,1600,Right,Red / Black
Acco Kensington K72392US,,Optical,Wireless,1000,Both,Black
Acco Kensington K72337US,,Optical,Wired,,Both,Black / Blue
Acco KENSINGTON K64327F,,Optical,Wired,,Both,Silver / Black
ADATA XPG INFAREX M10,,Optical,Wired,3200,Right,Black
Fellowes Penguin Small,136.81,Laser,Wireless,1200,Both,Black / Silver
Microsoft Surface Precision,,Optical,Bluetooth Wireless,,Right,Gray
Microsoft KTF-00001,,Optical,Bluetooth Wireless,,Both,Black
Microsoft L2 Basic,,Optical,Wired,800,Both,White / Gray
Evoluent VM4SW small,109.95,Optical,Wireless,2600,Right,Brown / Black
Fellowes Penguin Large,69,Laser,Wired,1200,Both,Black / Silver
Fellowes Penguin Large,,Laser,Wireless,1200,Both,Black / Silver
Evoluent VMCRW Vertical Mouse C,,Laser,Wireless,,Right,Black / Silver
Microsoft Surface Mobile,,Laser,Bluetooth Wireless,,Both,Black / Silver
Microsoft Surface Mobile,,Laser,Bluetooth Wireless,,Both,Silver
Microsoft Sculpt Mobile,,Laser,Wireless,,Both,Black / Blue
Lenovo 0A34282,109,Laser,Wireless,1600,Both,Black / Red
Lenovo 4Y50V81591,34.2,Optical,Wireless,2400,Right,Silver / Black
Logitech M325c Urban Lagoon,,Optical,Wireless,1000,Both,Blue / Black
Trust GXT 101D GAV,,Optical,Wired,4800,Right,Camo
SIIG JK-WR0912-S2,,Optical,Wireless,,Right,Red / Black
Rosewill RWM-002,,Optical,Wireless,1200,Both,White / Black
Rosewill RWM-003,,Optical,Wireless,1200,Both,Gray / Black
Rosewill RWM-004,,Optical,Wireless,1200,Both,Blue / Black
SIIG JK-WR0B12-S2,,Optical,Wireless,1000,Right,Blue / Black
Rosewill ION D12,,Optical,Wired,4000,Right,Black
Rosewill NEON M63,,Optical,Wired,10000,Right,Black / Red
SIIG JK-WR0M12-S1,,Optical,Wireless,1200,Both,Black
Rosewill NEON M61,,Optical,Wireless,10000,Right,Black / Blue
Rosewill NEON M56,,Optical,Wired,12400,Right,Black
Trust GXT 148 Orna,,Optical,Wired,3200,Both,Black / Red
Verbatim Verbatim 99777 Silent Wireless Blue Led,16.29,Laser,Wireless,,Both,Black
Targus W571,,Optical,Wireless,,Right,Black
Targus W573,,Laser,Wireless,,Both,Black
Targus W574,,Laser,Wireless,,Right,Black
V7 MW600-1N,,Optical,Wireless,1600,Right,Black
Toshiba U55,,Optical,Wired,1600,Both,Black
Targus B580,,Optical,Bluetooth Wireless,,Both,Black
GAMDIAS Zeus E2,,Optical,Wired,3200,Right,Black
HP Pavilion 300,,Optical,Wired,5000,Both,Black / Green
HP OMEN 600,,Optical,Wired,12000,Right,Black / Red
Adesso iMouse E3,,Optical,Wired,6400,Right,Black
Kensington K72421AMA,24.54,Optical,Wireless,1600,Right,Blue / Black
SIIG JK-WR0N12-S1,,Optical,Wireless,1200,Both,Gray / Black
V7 MW500-1N,,Optical,Wireless,1600,Right,Black
Microsoft Arc,89,Optical,"Wired, Bluetooth Wireless",1000,Both,Pink
Kensington K72339USA,47.9,Optical,Wired,,Both,Black
Key Ovation Newtral 3,,Optical,Wired,3000,Right,Black
SMK-Link VP3830-TAA,,Optical,Wired,2400,Right,Black
SMK-Link VP3831,,Optical,Wired,2400,Right,Black
Verbatim 70233,8.99,Optical,Wired,,Both,Blue / Black
Mad Catz The Authentic R.A.T. 8+,,Optical,Wired,1000,Right,Silver / Black
Verbatim 70238,21.3,Optical,Wired,,Both,Purple / Silver
Verbatim 70234,8.99,Optical,Wired,,Both,Red / Black
Evoluent VMDM,99.95,Optical,Wired,,Right,Black / Silver
Evoluent VMDS,99.95,Optical,Wired,,Right,Black / Silver
Verbatim 99746,,Optical,Wireless,,Right,Purple / White
Cooler Master MM711 Glossy Black,,Optical,Wired,16000,Right,Black
G-Wolves HT-M 3360 Ash,,Optical,Wired,12000,Right,Silver
Logitech PEBBLE M350,,Optical,Wireless,1000,Both,Blue
Microsoft Arc,82.01,Optical,"Wired, Wireless, Bluetooth Wireless",1000,Both,Purple
Microsoft RJN-00013,33.95,Optical,Bluetooth Wireless,,Both,Blue
Microsoft RJN-00025,,Optical,Bluetooth Wireless,,Both,Green
Aula Ghost Shark,,Optical,Wired,2000,Right,Black / Silver
Aula Enter Tainer,,Optical,Wired,4000,Right,Black
Verbatim 99747,,Laser,Wireless,,Both,Blue / Black
Kensington Pro Fit,29.99,Optical,Wired,3200,Right,Black
Kensington Pro Fit,59.27,Optical,Bluetooth Wireless,1600,Right,Gray / White
Verbatim 70236,19.14,Optical,Wired,,Both,Red / Silver
Verbatim 70237,14.95,Optical,Wired,,Both,Blue / Silver
Verbatim 70244,17.19,Laser,Wireless,1600,Right,Blue / Black
Acer Urban Factory Anti-stress Mouse,,Optical,Wired,800,Both,Black / Silver
Acer Urban Factory Crazy Mouse,,Optical,Wired,800,Both,Blue / White
HP 1JR32AA#ABA,,Optical,Wired,1600,Both,Black
HP 6SP30UT#ABA,,Optical,Bluetooth Wireless,,Right,Black
SMK-Link Gyration Air Mouse Elite,,Laser,Wireless,,Both,Black / Silver
SMK-Link AIR Mouse GO Plus,,Laser,Wireless,,Both,Black / Silver
Adesso iMouse M6-TAA,9.99,Optical,Wired,1000,Both,Black
ABKONCORE A900,,Optical,Wired,16000,Right,Black / Silver
Biostar Racing AM3,,Optical,Wired,5000,Right,Black / Blue
ROCCAT Leadr,,Optical,Wireless,12000,Right,Black
Rosewill Neon M62,,Optical,Wired,10000,Right,Black
Venatos Swapper Pro,,Optical,Wired,16000,Right,Black
SteelSeries Rival 300 CS:GO Fade Edition,,Optical,Wired,6500,Right,Purple / Yellow
Tempest X5S Strider RGB,,Optical,Wired,4800,Right,Black
Tempest MS-300 RGB Soldier,,Optical,Wired,4000,Right,Black
Tempest MS-200 Ninja,,Optical,Wired,2400,Right,Black
Asus P705 ROG PUGIO II,,Optical,Wireless,16000,Right,Black
ROCCAT Burst Core,,Optical,Wired,8500,Right,White
GAMDIAS ZEUS E1,,Optical,Wired,3200,Right,Black
GAMDIAS ZEUS E1A,,Optical,Wired,4200,Right,Black
GAMDIAS ZEUS E3,,Optical,Wired,3600,Right,Black
GAMDIAS ZEUS M1,,Optical,Wired,7000,Right,Black
GAMDIAS ZEUS M2,,Optical,Wired,10800,Right,Black
GAMDIAS ZEUS M3,,Optical,Wired,7200,Right,Black
GAMDIAS ZEUS M4,,Optical,Wired,12800,Right,Black
GAMDIAS ZEUS P1,,Optical,Wired,12000,Right,Black
GAMDIAS ZEUS P2,,Optical,Wired,16000,Right,Black
HP OMEN Vector Essential,,Optical,Wired,7200,Right,Black
NZXT Lift,,Optical,Wired,16000,Right,Black / Blue
NZXT Lift,,Optical,Wired,16000,Right,Black / Cyan
NZXT Lift,,Optical,Wired,16000,Right,Black / Red
NZXT Lift,,Optical,Wired,16000,Right,Black / Yellow
Mad Catz R.A.T. 2+,,Optical,Wired,5000,Both,Black
Mad Catz R.A.T. 2+,,Optical,Wired,5000,Both,White
Monoprice Dark Matter Hyper-K,,Optical,Wired,16000,Right,Black
Monoprice Dark Matter Super-K,,Optical,Wired,18000,Right,Black
Monoprice Dark Matter Aether,,Optical,Wired,16000,Right,Black
Logitech Off-white Signature M550,,Optical,Bluetooth Wireless,4000,Both,White
Pulsar Xlite V2,,Optical,Wireless,20000,Right,Red
Razer DeathAdder V2 - Special Edition,,Optical,Wired,20000,Right,Black / Green
SteelSeries PRIME: BLACK ICE EDITION,,Optical,Wired,18000,Right,Translucent Gray / Green
Razer Orochi V2 Strike,79.98,Optical,Wireless,18000,Right,Black / Gray
ninjutso Katana Superlight,,Optical,"Wired, Wireless",19000,Right,Black / White
ninjutso Katana,,Optical,Wired,16000,Right,Black
Logitech MX ANYWHERE 3,79.99,Laser,"Wireless, Bluetooth Wireless",4000,Right,White
Logitech MX ANYWHERE 3,79.98,Laser,"Wireless, Bluetooth Wireless",4000,Right,Pink
Logitech MX ANYWHERE 3,,Laser,"Wireless, Bluetooth Wireless",4000,Right,Black
Xtrfy M4 RGB,,Optical,Wired,16000,Right,White / Beige
Xtrfy M42 RGB,65,Optical,,16000,Right,White
A4Tech A4-MS0034,,Optical,Wired,3200,Right,Black
Lamzu Atlantis OG,,Optical,"Wired, Wireless",26000,Right,Pink
Pulsar X2 Mini,,Optical,"Wired, Wireless",26000,Right,Red
Pulsar X2 Mini,,Optical,"Wired, Wireless",26000,Right,Black
Pulsar X2,,Optical,"Wired, Wireless",26000,Right,Red
Pulsar X2,,Optical,"Wired, Wireless",26000,Right,White
Zowie ZA13-B,,Optical,Wired,3200,Right,Black
Endgame Gear XM2w,,Optical,"Wired, Wired, Wireless",26000,Right,Black
Endgame Gear XM2w,,Optical,"Wired, Wired, Wireless",26000,Right,White
ADATA XPG SLINGSHOT,,Optical,Wired,12000,Right,White
ADATA XPG SLINGSHOT,,Optical,Wired,12000,Right,Pink
ADATA XPG SLINGSHOT Mera,,Optical,Wired,12000,Right,Orange / Black
UtechSmart VenusPro,,Optical,"Wired, Wireless, Bluetooth Wireless",16000,Right,Black
Keychron M3,,Optical,"Wired, Wireless, Bluetooth Wireless",26000,Right,White
Macally DYNAMOUSE,19.99,Optical,Wired,1600,Both,White / Silver
Macally DYNAMOUSE,19.99,Optical,Wired,1600,Both,Black
Deepcool MG350,,Optical,Wired,16000,Right,Black / Cyan
Keychron M1,,Optical,"Wired, Wireless, Bluetooth Wireless",26000,Right,White
Logitech POP Nightfall,29.99,Optical,"Wireless, Bluetooth Wireless",4000,Both,Black
Pulsar X2V2 Mini,,Optical,"Wired, Wireless, Bluetooth Wireless",26000,Right,Red
Pulsar X2H Mini,,Optical,"Wired, Wireless, Bluetooth Wireless",26000,Right,Red
Adesso iMouse A10,25.99,Optical,"Wired, Wireless",1600,Both,Silver / Black
Adesso iMouse A20,35.99,Optical,"Wired, Wireless",2400,Right,Gray / Black
Adesso iMouse E3-TAA,,Optical,"Wired, Wireless",2400,Right,Black
Adesso iMouse E7-TAA,37.89,Optical,Wired,2400,Right,Black
Adesso iMouse P10,29.99,Laser,"Wired, Wireless",800,Both,Silver / Gray
AZIO RM-RCM-L-04,104.99,Optical,"Wired, Wireless, Bluetooth Wireless",3000,Both,Black / Silver
AZIO RM-RCM-L-06,104.99,Optical,"Wired, Wireless, Bluetooth Wireless",3000,Both,White / Silver
Zowie S2,,Optical,Wired,3200,Right,White
Verbatim Retractable,,Optical,Wired,1000,Both,Blue / Gray
Verbatim Retractable,,Optical,Wired,1000,Both,Black / Gray
Verbatim Retractable,,Optical,Wired,1000,Both,Red / Gray
Verbatim 70705,24.18,Optical,Wireless,1000,Both,Blue / Black
Verbatim 70704,13.49,Optical,Wireless,1000,Both,Black
V7 MW150BT,20.72,Optical,Bluetooth Wireless,1000,Both,Black
Dell MS3320W,,Optical,"Wired, Wireless, Bluetooth Wireless",1600,Both,Gray
Dell MS5120W,33.99,Optical,"Wired, Wireless, Bluetooth Wireless",1600,Both,Gray
Dell MS7421W,59.99,Optical,"Wired, Wireless, Bluetooth Wireless",4000,Right,Silver
HP 240,21.99,Optical,Bluetooth Wireless,1600,Both,Silver / Black
HP 280 Silent,,Optical,"Wired, Wireless",1200,Both,Black
HP 635,59,Optical,"Wired, Wireless, Bluetooth Wireless",3000,Right,Black
HP 935 Creator,,Optical,"Wired, Wireless, Bluetooth Wireless",3000,Right,Black
HP 930 Creator,75.3,Optical,"Wired, Wireless, Bluetooth Wireless",4000,Right,Silver
HP x3000,13.99,Optical,"Wired, Wireless",1600,Both,Black
HP 235,19.25,Optical,"Wired, Wireless",1600,Both,Black
HP 410 Slim,,Optical,Bluetooth Wireless,1600,Both,Black / Silver
HP 710,69.98,Optical,"Wired, Wireless, Bluetooth Wireless",3000,Right,Black
HP 285 Silent,,Optical,"Wired, Wireless",1200,Both,Black
IOGEAR GME423,,Optical,Wired,1000,Both,Black
IOGEAR SYMMETRE II,29.99,Optical,Wired,16000,Both,Black
IOGEAR MMOMENTUM Pro,29.99,Optical,Wired,16000,Right,
Targus AMU81AMUSZ,,Optical,Wired,1000,Both,Black
Targus AMB844GL,,Optical,Bluetooth Wireless,1000,Both,Black
Kensington Orbit,,Optical,Wired,,Both,Black / Silver
Kensington Orbit Fusion,56.99,Laser,"Wired, Wired, Wireless",1500,Right,Black / Red
Kensington Orbit,42.99,Optical,Wired,,Both,White
Swiftpoint ErgoPoint,,Optical,Wireless,,Right,Black / Blue
Kensington Pro Fit Ergo,78,Optical,"Wired, Wireless",800,Right,White
Kensington SureTrack,19.99,Optical,"Wired, Wireless, Bluetooth Wireless",4000,Both,Red
Kensington Pro Fit,,Optical,"Wired, Wireless",1750,Right,Blue
Kensington Pro Fit,,Optical,"Wired, Wireless",1750,Right,Red
Kensington Pro Fit,,Optical,"Wired, Wireless",1750,Right,Gray
Kensington Pro Fit,,Optical,"Wired, Wireless",1750,Right,Green
Kensington Pro Fit,26.95,Optical,Wired,1600,Both,Black
Kensington Pro Fit,25.37,Optical,Bluetooth Wireless,,Both,Black
Kensington K76800WW,,Optical,Wired,1000,Both,Black
Kensington K76801WW,,Optical,"Wired, Wireless",1000,Both,Black
Lenovo Go,36.99,Optical,"Wired, Wireless, Bluetooth Wireless",2400,Right,Gray
Logitech M317 Bamboo Dream,,Optical,"Wired, Wireless",1000,Both,White / Gold
Logitech M317 Summer Breeze,31.01,Optical,"Wired, Wireless",1000,Both,Blue / Green
Logitech M317,36.99,Optical,"Wired, Wireless",,Both,White / Purple
Logitech M317,29.99,Optical,"Wired, Wireless",,Both,Purple / Black
Logitech M317C,,Optical,"Wired, Wireless",,Both,Blue / Black
Logitech M317 Golden Garden,,Optical,"Wired, Wireless",,Both,Green / Gold
Logitech 910-002901,19.98,Optical,"Wired, Wireless",1000,Both,Blue
Logitech M187,,Optical,"Wired, Wireless",1000,Both,Black / White
Logitech M187,12.95,Optical,"Wired, Wireless",1000,Both,Blue / Teal
Logitech PEBBLE M350,29.99,Optical,"Wired, Wireless, Bluetooth Wireless",1000,Both,Gray
Logitech PEBBLE M350,28.99,Optical,"Wired, Wireless, Bluetooth Wireless",1000,Both,Purple / Yellow
Logitech PEBBLE 2 M350S,24.99,Optical,"Wired, Wireless, Bluetooth Wireless",1000,Both,Black
Logitech Signature M650 L,,Optical,"Wired, Wireless, Bluetooth Wireless",4000,Left,White
Logitech M325S,14.99,Optical,"Wired, Wireless",1000,Both,Red / Black
Logitech MX ANYWHERE 2S,,Laser,"Wired, Wireless, Bluetooth Wireless",4000,Right,Teal
Logitech MX ANYWHERE 2S,,Laser,"Wired, Wireless, Bluetooth Wireless",4000,Right,White
Samsung EJ-M3400DSEGUS,,Laser,Bluetooth Wireless,,Right,Silver
Samsung EJ-M3400DBEGUS,,Laser,Bluetooth Wireless,,,Black
ROCCAT Kain 100 AIMO,,Optical,Wired,8500,Right,White / Black
ROCCAT Kain 120 AIMO,,Optical,Wired,16000,Right,White / Black
Microsoft 22200001,,Optical,"Wired, Wireless, Bluetooth Wireless",2400,Right,Black
Microsoft 22200049,64.98,Optical,"Wired, Wireless, Bluetooth Wireless",2400,Right,Blue
Microsoft 222-00017,69.9,Optical,"Wired, Wireless, Bluetooth Wireless",2400,Right,White
Microsoft 222-00033,64.98,Optical,"Wired, Wireless, Bluetooth Wireless",2400,Right,Orange
Microsoft Ocean Plastic,28.9,Optical,"Wired, Wireless, Bluetooth Wireless",1000,Both,White / Teal
Microsoft KGY-00064,39.99,Optical,Bluetooth Wireless,1800,Both,Pink
Microsoft KGZ00041,,Optical,Bluetooth Wireless,1800,Both,Blue
Microsoft KGZ00051,,Optical,Bluetooth Wireless,1800,Both,Red
Microsoft Modern Mobile,,Optical,"Wired, Wireless, Bluetooth Wireless",2000,Both,Blue
Microsoft Modern Mobile,,Optical,"Wired, Wireless, Bluetooth Wireless",2000,Both,White
Microsoft Modern Mobile,,Optical,"Wired, Wireless, Bluetooth Wireless",2000,Both,Green
Microsoft Modern Mobile,,Optical,"Wired, Wireless, Bluetooth Wireless",2000,Both,Orange
Microsoft Modern Mobile,39.99,Optical,"Wired, Wireless, Bluetooth Wireless",2000,Both,Blue
Microsoft RJN-00061,34.99,Optical,Bluetooth Wireless,1000,Both,White
Mionix Avior Pro,,Optical,Wired,19000,Right,Black
MSI Glutch GM41 Lightweight,,Optical,Wired,16000,Right,Black
YEYIAN Gram 2000,,Optical,Wired,1000,Right,White
YEYIAN Claymore 2000,39.99,Optical,Wired,12000,Right,Black
YEYIAN Claymore 2001,,Optical,Wired,12000,Right,Black
